A,B,C
90,0.47750183100875454,29
55,0.3262619047845269,42
62,0.5897636815833218,96
87,0.8522480809851585,50
35,0.3402177541067881,82
99,0.23547808431856043,57
79,0.20019764638071424,27
57,0.5228918650508478,43
56,0.4793988047608362,99
24,0.03089929680600989,49
2,0.5566939043970689,14
25,0.7311941874092862,76
63,0.6585062700013884,99
58,0.005058272386000651,23
92,0.46856201406942766,22
89,0.505280012726711,20
32,0.6005084734529637,71
61,0.14366768486431447,71
5,0.452061611459579,53
80,0.4419178556953012,75
47,0.13866677640884162,37
89,0.9017060708171716,84
91,0.3816049766932923,26
7,0.5289765948263143,99
9,0.824544105749926,40
21,0.017097226539842025,33
96,0.13218410053167184,60
71,0.7118132150731435,9
60,0.15636529272681832,83
93,0.4029778127475384,43
41,0.7440062926799496,2
79,0.18244872423728964,99
28,0.7953871105799252,84
54,0.46547483699083003,85
84,0.14840189996990893,3
22,0.17428905103861791,29
2,0.8284719835156733,91
65,0.5202203116332846,7
76,0.3144760111517899,56
40,0.6563703786241291,57
22,0.07449477734280974,61
94,0.6260860307506871,86
86,0.2256911594506934,60
62,0.2879641476673641,86
44,0.8003787138742561,37
68,0.7743333284658551,28
56,0.9726177762160144,69
26,0.7060597988275971,18
60,0.290416876077346,27
88,0.25780431505948276,97
74,0.9581298815772024,47
15,0.27611872154912287,39
73,0.28375544961581056,35
78,0.6407089529242436,11
62,0.017345603013546484,64
44,0.3261780535790264,97
61,0.5080396780535155,35
24,0.31533779824546637,47
38,0.2912616758781249,43
94,0.15639657180247868,81
95,0.06143360207065285,68
34,0.10113893418760755,26
97,0.831507387854876,77
89,0.48841021412811514,83
48,0.5191851494047022,39
36,0.2669996851595331,18
10,0.7620537122531994,39
96,0.09295208156316626,19
40,0.5397890428972989,76
34,0.6556473280841991,77
18,0.9587837173369342,67
62,0.7048064398001823,72
13,0.5411212552161866,46
33,0.9338158783845477,91
83,0.8496394361325917,92
43,0.3888319842278971,65
24,0.7735930274362238,49
82,0.6756301642833588,97
13,0.04610749254000979,27
58,0.7898644044644382,76
49,0.8327952865004278,33
19,0.999072800882276,91
42,0.7372085911322847,85
20,0.6636064578500114,87
69,0.19562110554192302,1
91,0.6490878738836386,61
87,0.06691514644481511,8
18,0.6657931266350205,50
93,0.019066836792976716,27
52,0.5209895228980028,40
13,0.12985953761280722,39
33,0.6015124337868061,77
24,0.10402259065417996,66
2,0.5467931666105034,63
92,0.20511312178662933,30
26,0.505416368097291,22
37,0.5240276277805316,92
84,0.31348241015629597,45
86,0.4733656686236253,44
7,0.5211557062188817,86
78,0.008803079320407803,62
39,0.9060813497976048,26
1,0.7162301667094358,50
46,0.46294465024469234,7
41,0.697242080225123,67
87,0.46036506940839506,64
55,0.9681116887194592,50
27,0.9263434882581393,55
82,0.7555173117130745,61
83,0.9412579414663198,17
94,0.2743658108729373,5
35,0.2784793578546719,21
88,0.9516523465536507,92
9,0.5351493812291023,68
48,0.1307694280829499,28
18,0.4018974438758701,83
15,0.8249389083916912,87
33,0.1466543042628411,64
57,0.8728796343720088,17
36,0.10663808759772242,27
55,0.36084097863028164,63
12,0.6591337858516164,3
82,0.049203127016903436,82
64,0.7048354453259706,77
3,0.4987106492578699,98
44,0.4178715271852007,56
29,0.03624315861683225,87
86,0.45762195582701337,15
56,0.3795096105899012,7
63,0.061460899589778406,82
21,0.4659165897027575,97
7,0.5037062856398155,79
15,0.9658585202039293,11
88,0.3053833281993077,68
20,0.3576584330984125,81
66,0.6282603614127565,39
85,0.1419336501311882,84
5,0.4527337817166297,39
59,0.275329907762918,61
1,0.2931866079716754,83
43,0.3759052972526946,81
5,0.5176516860758693,81
14,0.28823844210672156,46
80,0.22366934725545273,56
67,0.22751939068273086,34
78,0.559965907259639,25
1,0.32993303090392834,61
56,0.5574193730766294,21
40,0.9918494786388978,19
14,0.028746801615662565,70
94,0.5302511799842483,66
25,0.5001547149801461,64
50,0.9230992317464001,20
47,0.8457189534531413,85
57,0.3666530976390626,36
88,0.5912782836342586,57
75,0.19595093952715925,52
83,0.35213475960627794,49
4,0.4282573010509535,46
39,0.7147209659766862,37
45,0.014293463589057698,7
16,0.10856130437572797,27
60,0.2920089212520237,20
72,0.36303602160356974,45
99,0.2374492149247751,19
83,0.7774898466187474,64
72,0.17362375148567144,98
9,0.8985635869831426,18
8,0.561671849028886,83
4,0.7340057458083601,69
21,0.9711411241915269,65
92,0.014937911967934148,84
98,0.40895388044561654,72
3,0.818965954639742,74
24,0.564897659537177,70
5,0.7355701850756594,25
40,0.8810260026597272,40
21,0.41711477185187873,81
26,0.5953855407003869,28
16,0.2505737491253701,50
45,0.02367840537302568,97
84,0.6348705587033188,94
69,0.9416182798884983,25
82,0.8034840782426951,3
96,0.6896714109716133,32
52,0.6434631017820525,51
5,0.8522509116754483,35
92,0.0965775192157764,46
44,0.21083240653675717,59
7,0.36340197423008025,65
31,0.9294033040500836,70
7,0.9681330418202417,21
30,0.7245483562102956,21
54,0.52151560230291,33
45,0.704386983855572,35
34,0.2519561074197586,18
63,0.904016280888499,69
72,0.8979184640379146,26
95,0.5170915325411224,8
27,0.2817879215877871,51
15,0.8677106736611021,3
15,0.39030951148129023,28
54,0.72483214176685,10
10,0.7784452527324203,86
2,0.5818383422111293,50
5,0.3219129351740012,7
47,0.09584306837638745,19
45,0.831349351199309,90
22,0.3881405173724142,25
49,0.39694497404300333,16
64,0.6776426906172048,98
38,0.5544789599523395,70
97,0.09331054677200223,56
7,0.26149324152129805,18
73,0.11859446230357362,21
82,0.28765107260251976,54
4,0.561283133930073,58
98,0.16665975439254044,50
34,0.25989440497407623,5
10,0.5414294339156458,70
57,0.3699106182017402,55
25,0.4502129372524992,34
4,0.3095454850003114,84
64,0.010208900642232566,16
10,0.21852949356741092,98
11,0.7274919064844538,87
2,0.03190621105156588,85
8,0.5700594086978742,14
12,0.5278990916837593,83
72,0.045246624707778405,26
26,0.9793752730948575,44
19,0.08781000643841208,97
32,0.9427484067412666,4
61,0.2846935302849579,80
1,0.5295839490533765,40
79,0.43909953764927145,10
6,0.13614843991033987,53
25,0.6613281588374939,75
73,0.5811834893648785,93
91,0.7553193225572992,7
5,0.08371215692301848,12
35,0.49777760282520456,16
56,0.8355659057496142,49
61,0.855019952302663,37
96,0.25927085876267786,4
1,0.7097928222817762,84
16,0.4213645139928599,22
51,0.7625580626754607,62
43,0.20415375036130434,75
51,0.7593369308540198,80
87,0.7827665228674074,95
61,0.4634580677032787,50
67,0.27327939301891113,44
91,0.7083871365941176,85
95,0.9088351473760363,35
31,0.21835863344657735,43
28,0.8181320064506823,87
14,0.9660960253884724,66
14,0.5088907727281061,29
13,0.6828210751074508,18
57,0.08300400115833584,71
1,0.5119752218128559,33
64,0.2820906377709679,65
48,0.26077513723805323,12
68,0.05194067723284346,41
6,0.1460776650703307,17
49,0.8213758732518347,35
36,0.8869087775081158,18
72,0.36700601118330123,91
84,0.477948929013027,28
3,0.11972833114626436,25
66,0.7493300514861604,63
21,0.7398316519248146,41
35,0.8366264856996904,22
28,0.2163468139079313,42
22,0.13668164709787856,39
62,0.6532312982152544,89
43,0.7170825209556159,77
27,0.4695633443181655,94
66,0.834230419302805,99
64,0.8061541621685144,12
23,0.6141436986454819,89
29,0.9956004738791836,20
69,0.6690847581175824,38
66,0.408707602890815,95
2,0.5184246808044098,73
73,0.18021030132013593,17
23,0.06657741315288879,39
33,0.1542679690814791,38
90,0.2338935115093277,35
39,0.9021675762594461,7
30,0.3233384362719586,97
81,0.7952987078187299,17
9,0.4243913703668093,76
58,0.37033212991057307,60
6,0.27862968303928604,50
96,0.3668790287347721,73
32,0.3347765921356325,14
44,0.42697252780125783,17
91,0.9379144482479476,1
18,0.8086736156186605,65
35,0.0012274357326831353,73
50,0.46432875003927954,66
24,0.7724275379296754,78
35,0.9573257718939325,83
22,0.741920990580707,18
64,0.882223421649328,29
21,0.9269267737683551,29
85,0.762533863366479,21
28,0.8934654447352021,80
27,0.48892054623936965,7
94,0.6258270049785887,2
20,0.6894266766244802,99
84,0.8208509888488903,16
38,0.5195770770864355,48
48,0.9499869270492376,49
54,0.5075873924592548,42
2,0.4055536699449066,3
19,0.607950865622823,53
49,0.17761191922542452,16
54,0.13211158471900009,91
96,0.15009016555465793,12
45,0.23999531534876317,25
8,0.7172547716377617,2
68,0.11838587544259771,70
27,0.0014370956347773411,12
54,0.41719694376449845,43
19,0.24113939703039255,3
52,0.2999120500737651,11
89,0.253296683267771,95
89,0.04613396304941253,21
19,0.06352979034086503,90
9,0.1841487144975844,46
49,0.6319592041944,97
54,0.11581665298272792,46
92,0.13903343162815507,11
6,0.6621840683035153,84
46,0.09117302075701406,17
7,0.4498884342910009,79
20,0.05311456812467463,40
89,0.700542683897154,62
14,0.040509571923473264,7
14,0.14817905033532908,91
81,0.5446757078789054,24
41,0.43468679860845694,99
5,0.5313923824422285,15
88,0.7259854532158595,23
68,0.45285692711107806,5
76,0.5159677419801731,53
91,0.6709683959113011,51
47,0.933810504961166,40
80,0.5631143497389018,10
93,0.5164074314540076,95
40,0.8431526617489186,22
63,0.3951619511243839,69
9,0.6943405559969463,35
59,0.875338688378502,63
53,0.2896671636994893,78
91,0.20171676762778268,3
52,0.7734362459841638,95
78,0.5326385594857258,80
98,0.4394176352914708,37
47,0.6640732414886343,2
73,0.7008322899770857,94
87,0.7580476942634367,29
34,0.39075194670314084,18
45,0.6360656960763774,91
49,0.72143709265919,45
58,0.4141950995353214,7
41,0.34898365415087895,85
81,0.047258580263097594,96
82,0.5326884267141231,68
11,0.46250794812248586,19
37,0.43012560414227696,12
35,0.20539986703022084,19
50,0.24244555316586425,11
43,0.551177974876832,64
80,0.43912741590477844,13
81,0.5309753729121341,15
6,0.09792530607397198,61
50,0.9479133156073047,40
32,0.40889186739620276,33
10,0.564477356617454,49
67,0.3497550643918179,83
11,0.43175835398845197,75
83,0.3044072651685351,97
70,0.775922215327678,44
85,0.6943638421016153,51
64,0.055690341180856806,89
61,0.34420583548652584,46
74,0.964554052733515,20
21,0.39918026351131053,32
8,0.20991576818894442,7
4,0.5613670477074526,13
87,0.40509895222877956,67
88,0.7015511656816125,60
61,0.32461700159368945,97
68,0.9364596941254583,68
77,0.5855379804174311,20
31,0.18149760424136552,36
57,0.06024087859225247,40
22,0.08653252324025151,75
70,0.5133327904039707,99
57,0.40459338659543875,52
83,0.9374163823496903,93
55,0.5882516914868491,81
50,0.41558355230143573,35
4,0.5563419016449269,88
99,0.47354562314244475,12
17,0.8558328091351043,10
22,0.409399246721612,18
16,0.05171822071056398,87
70,0.04571991905254602,49
80,0.8114123575992376,45
53,0.6964635012438807,28
86,0.9601135335608293,36
53,0.9760831865459508,60
28,0.0347715505026589,63
10,0.9116462255885407,45
33,0.40287012463820593,71
45,0.10610528777844785,90
69,0.0772968756848954,62
22,0.38088530878833715,49
49,0.456735291858948,26
32,0.40256988344528455,29
44,0.42376707792428925,53
28,0.42132331860926375,17
79,0.6140828487613575,72
64,0.19150320908400598,55
52,0.7233741864454182,49
74,0.4419034079583285,89
97,0.730875278904784,80
55,0.29428501306278687,48
22,0.6071370492409902,97
55,0.21135459334313522,65
42,0.4657724383431372,67
41,0.3754323577673988,17
22,0.5448099402754333,98
62,0.3901575164924196,52
36,0.4012344891269215,4
44,0.8796851336760722,66
48,0.9069668882078623,5
93,0.4182719897377264,19
86,0.9301787759723207,31
12,0.3623140344357091,12
2,0.38520456862927244,4
62,0.2696835650769369,90
2,0.09403631196803575,13
11,0.12822300708778311,53
2,0.5896103380728427,99
23,0.720935231952391,63
7,0.6643400795788279,34
98,0.3474712032746975,6
85,0.4290259630838609,60
23,0.27103664497726787,81
79,0.8756933799825125,17
63,0.6660971673473213,6
83,0.19055396415313586,22
11,0.6412228322406116,67
67,0.31524574920861326,17
10,0.8819325012814804,33
14,0.3945976318775225,78
26,0.5717417271335777,30
46,0.3695523194897965,92
93,0.09637226340605987,25
24,0.31904637957424453,8
99,0.5295383748760903,27
3,0.581620075825889,66
60,0.055584240078742964,83
23,0.4283439699651108,91
36,0.12971153767366406,13
37,0.6004458214525679,48
53,0.14058797975615578,10
69,0.7286151592487913,38
5,0.8980253231307467,89
31,0.6283106618590735,85
24,0.3975128026263136,57
9,0.5356704017551889,21
28,0.3003397106124819,44
28,0.3868858314182496,39
14,0.906390338522197,81
9,0.595685505511271,96
66,0.14528909782582833,83
8,0.2063269244172089,50
2,0.9911361848816447,92
90,0.6726399789736591,32
92,0.19450175111859713,46
56,0.6485916902692956,87
33,0.40432223411859436,79
75,0.004080479404723336,7
41,0.040831278526878956,50
66,0.16105651722499092,10
82,0.9986269920285898,46
98,0.799384400053324,37
2,0.15789599453619407,53
40,0.30829169542508705,64
39,0.33109490269785813,95
59,0.36706446246652813,84
19,0.7218696090586292,31
73,0.7169212943388064,85
64,0.48870356737140264,78
26,0.48863132585736224,66
86,0.5863516302191399,17
66,0.09341310302456862,82
89,0.0987813362959663,12
33,0.31617004092756507,85
91,0.04902427561248435,2
92,0.11764484249149243,80
94,0.7141466351042337,51
35,0.2352661740923886,60
34,0.5020041911581763,46
19,0.444900223849685,11
87,0.8115723573099284,76
56,0.8278403504016106,1
52,0.045897615264079095,99
83,0.7435827651906103,65
72,0.690778871736811,3
19,0.1211568726297042,16
89,0.3791699120355103,10
25,0.41822809690943896,89
29,0.06504468680358688,36
82,0.9009194038671365,67
9,0.9781049148560975,74
4,0.42074610010615787,99
72,0.135527243380672,49
6,0.4520266704655599,36
69,0.47923610846970577,48
82,0.917595843782593,14
43,0.7691860043055636,1
58,0.8463784194094023,14
82,0.34527846254755834,65
26,0.521012625818094,67
88,0.5727086507986997,94
53,0.8485517873301093,74
38,0.5587163669871535,88
11,0.7308440077912238,83
24,0.028251463221635076,21
32,0.7692481145232845,79
14,0.41554379717696355,30
7,0.9280136909644613,20
26,0.22317601066926862,72
86,0.6815995549512285,35
8,0.08612535746220829,48
11,0.17939544993318046,57
52,0.38651232338946995,29
28,0.6192202223773475,66
74,0.07481006239850163,38
63,0.9567860860625741,5
11,0.7607658211781917,7
40,0.6417393919718857,3
30,0.07521790695917518,88
22,0.17238073443800683,61
11,0.9030152621097433,8
1,0.6235401666451856,58
17,0.5165871734804449,5
6,0.2727743568516947,33
94,0.4602849287403523,47
21,0.06313482325623476,68
9,0.9949302803400065,19
71,0.8391217607434699,96
46,0.7445172474050041,49
53,0.09433254302395766,98
80,0.806684744933445,63
78,0.5866512582948508,67
63,0.6320765844606145,23
6,0.33363815916129125,10
3,0.5115570095123745,67
49,0.6290703744561522,26
35,0.9074160328680511,23
21,0.599023955871849,35
75,0.5389407907910166,80
69,0.6000114778373286,65
65,0.9545563928069974,59
40,0.18240437315347113,90
40,0.020241276802350106,91
58,0.4888822806135197,74
22,0.7972961845885237,34
20,0.310119824333146,33
11,0.4071500531213105,32
23,0.3679351299797279,81
74,0.5907348950583369,91
30,0.45241502335262507,29
1,0.5249255846203565,64
40,0.5297929358192963,22
52,0.03998593305034415,70
13,0.8264711718810496,17
74,0.44345868081507356,71
97,0.788485623000652,39
21,0.23548154020156808,87
64,0.9828107228503861,92
34,0.08169586190611211,21
88,0.7598046748348317,84
27,0.4181914562867324,58
18,0.6416698952075109,48
38,0.8930083472169158,58
2,0.9241537945203779,84
20,0.6693519680311381,22
15,0.6630363768349378,89
59,0.6951456121128187,1
96,0.8315554620142123,34
89,0.564430200164825,22
83,0.5378741255930473,91
93,0.8318880973225464,80
38,0.23443242198712744,86
54,0.9017658470468707,97
82,0.7047465551713997,65
50,0.37370494485058536,80
92,0.6246461717825392,77
79,0.025187900525473372,90
69,0.8821259854866907,23
49,0.5665205005421727,89
13,0.0347781788616488,30
86,0.9397052499343926,92
33,0.021293011397306993,52
52,0.9826968024806165,84
66,0.29394579150634426,87
55,0.3171514950013512,10
70,0.9647966658474214,99
76,0.25489790926011224,82
96,0.6181943004121389,85
17,0.3864430493770843,72
53,0.13636790431447188,94
58,0.552571160300373,88
3,0.14991726646639614,24
76,0.40908578139585283,73
99,0.5566357787794254,42
16,0.6071994726427083,21
48,0.09984686024985168,5
88,0.9472442343965505,96
97,0.7267074955953576,50
84,0.04014577601490954,90
56,0.3334236220286749,4
92,0.7828546254389586,21
10,0.6496775820934252,26
41,0.9369399178212896,8
28,0.5872207527648452,28
58,0.309885095691134,63
47,0.8442180672417422,94
64,0.395685222563245,14
1,0.5560662881269528,78
97,0.40820739424123564,65
11,0.9804801529667797,52
48,0.07756108593760369,36
65,0.8509962317513751,30
26,0.4440283810547322,70
21,0.469595366305384,92
83,0.7274437927931993,44
19,0.8436594300111462,51
24,0.7830409144248901,59
53,0.03386786891258253,93
73,0.2194794201246557,12
36,0.8635182167263107,9
15,0.1222011612725925,24
90,0.8411246682345012,74
74,0.06928347794311196,38
3,0.09040905866041216,41
9,0.6023002346441371,13
47,0.7934728468516594,9
23,0.9061813336767032,39
99,0.30455746749741697,27
66,0.861890056429745,13
38,0.9372211835683436,22
4,0.18344018291969233,82
85,0.734972642336084,61
74,0.7810192608979186,95
46,0.16716360305812372,28
55,0.42001017243544814,44
58,0.9762597397686983,72
41,0.9403120310579819,39
11,0.22529736178587167,11
77,0.2829786651495938,2
32,0.540528343241739,52
2,0.1049965890409007,34
77,0.6603419221009957,9
41,0.3558721292479311,20
65,0.7653815641327961,2
14,0.4954943848367924,84
82,0.3914283870146972,25
87,0.9773235989665828,67
41,0.9158982375821462,28
2,0.4792938757267995,95
98,0.7825587162015931,26
63,0.8101175710865718,97
15,0.3152341822113113,94
48,0.6997233566728186,62
81,0.14162289687105145,62
40,0.3843063454084733,54
95,0.9858254378309116,15
94,0.10838493459826948,81
90,0.983437931244908,76
66,0.3538373225170457,17
12,0.4288772613160565,75
52,0.24080086331254524,25
25,0.20153151826419968,27
63,0.8438837090265577,96
23,0.48094543501014453,45
20,0.9265280785517419,3
50,0.9616853040890436,67
73,0.6562392510532323,95
19,0.11772331976092498,57
1,0.5781257432703035,65
42,0.9497650165212459,20
9,0.16846733545891135,67
19,0.38970885870253613,78
71,0.17571008478386985,28
61,0.8011140660215108,22
88,0.47475248147697013,58
22,0.1727578331570767,86
7,0.1960721132750437,13
65,0.6384892568030833,52
19,0.9522763266767459,31
46,0.6310334615564681,82
69,0.12345718646589543,41
3,0.6006759508909187,6
36,0.5637052899878392,36
86,0.5526483161891032,20
40,0.06135972545485746,31
80,0.3381985740693013,32
73,0.3268370756387383,35
68,0.7290219283642654,88
54,0.43232475251777935,86
79,0.8034883201089474,20
73,0.9555168444986419,76
10,0.19393933914724248,1
9,0.751948247886383,51
76,0.9649393589188723,95
63,0.28468943715720574,68
4,0.37471641117752774,8
64,0.9371313654675124,96
68,0.8960782359436729,47
27,0.24515611308343455,40
99,0.6049917195654774,41
25,0.687296278000054,39
69,0.2010710813940989,73
1,0.77261524456924,31
74,0.8844466774488581,63
69,0.4906810728598453,17
15,0.0566673022073203,76
81,0.39931659983863177,83
51,0.5510087034867203,42
56,0.5377585674136712,30
90,0.8354853179538633,4
28,0.589897429857049,24
40,0.4408877571415445,20
15,0.5551672289666997,52
5,0.021883038888821704,44
62,0.5425090385684371,56
40,0.051810264980057585,62
65,0.6784103168284336,64
86,0.10407961906125429,98
67,0.9097673667947724,13
42,0.8459877671513819,49
56,0.5241790394487241,10
93,0.8829135251714946,74
11,0.8347961363875996,87
86,0.32414260271557205,13
12,0.469404072670336,94
20,0.19026951335537934,85
23,0.4985897454297892,40
90,0.9241866110031511,11
19,0.45687199190394034,54
41,0.7606136179059687,76
66,0.4207135972711694,74
1,0.4915418921996526,53
18,0.6815758326136797,48
97,0.22336541120222952,79
49,0.24089319751186145,32
11,0.5670974276080373,51
50,0.7246006537760991,36
19,0.2526451865643573,25
42,0.8127622733533048,86
61,0.217018146577436,68
46,0.9249580822520006,13
97,0.8907975824625836,23
56,0.4232602793539242,66
7,0.05231021533118374,94
26,0.8527871231338425,62
97,0.12757493240532025,98
50,0.7946332474927355,17
57,0.7237615579481559,5
7,0.5272861295841119,87
77,0.29296018523793066,18
99,0.24390619826761106,39
70,0.04646482089166126,42
63,0.9643984122994674,66
1,0.45901076386089734,43
92,0.9767426193485362,53
49,0.4589119353160549,83
4,0.7049477214760324,22
12,0.1435955024129153,82
73,0.5106753952265227,93
90,0.16501765146386427,28
26,0.17354195107237214,21
92,0.3573670619056878,38
88,0.0835003769541075,86
7,0.49000596564603893,85
33,0.857311383733262,54
83,0.876598997827956,5
54,0.4526213226719221,68
18,0.8113171146143355,37
89,0.21386359590078874,97
45,0.9616044062233345,43
48,0.8973411825358745,41
3,0.024941304613387727,11
47,0.546815486040212,12
71,0.5446532142736237,12
47,0.4492555338173362,70
84,0.420655823166042,34
4,0.024635621986495937,73
3,0.6254925465342337,38
63,0.9428826124428626,14
90,0.6079354411078135,23
50,0.2901654282984052,61
77,0.47656398139958,72
7,0.2030295603438972,79
27,0.6505315791516869,79
26,0.388714589295571,13
85,0.1192572003989939,21
90,0.9892138878917266,65
78,0.034442762381222236,75
67,0.8604942905261553,67
39,0.9017249140769448,84
94,0.30309513379076647,3
59,0.3145642138323833,77
58,0.9642035574961243,71
87,0.04565545096906676,12
55,0.9364521327441981,79
62,0.40034672423206397,51
19,0.8800487605721529,81
78,0.7340329407629408,18
85,0.10711752824955145,70
20,0.8000892712415225,90
40,0.7994513579448823,33
28,0.4689947071951739,83
59,0.014445236778516612,63
72,0.1593131640174329,86
43,0.932850416321047,77
7,0.3422980203165813,39
67,0.270455934144502,27
97,0.7766880949169299,27
76,0.27259816126061465,37
76,0.0020702373326958456,10
47,0.5180532057723918,39
79,0.4647914675404029,57
51,0.922656429400136,32
52,0.48761564683971426,6
63,0.593252916087233,48
17,0.7925859948406805,20
81,0.48206163310377037,34
52,0.5206224280779223,49
35,0.15532174485532035,17
65,0.017315907723223223,39
28,0.4478075000294035,99
72,0.9254897223112928,91
7,0.2906066074128437,96
69,0.05467745976007643,6
33,0.19903192928898072,81
56,0.3333638191387287,70
82,0.6959855815119195,48
91,0.005972935189892392,62
39,0.7553848648960273,64
36,0.06889618054978364,88
20,0.5731758976983473,68
92,0.6082742387516404,33
73,0.17397398459431612,90
59,0.046780675549764394,23
89,0.7755801506212429,98
44,0.8919534800189074,46
19,0.667424332044228,29
2,0.8714349461219548,91
45,0.15844755350156758,61
54,0.275341082336625,4
28,0.4827211161856164,64
44,0.7963642555891189,5
31,0.49018849049316293,67
19,0.827693334334922,53
49,0.6819653161859514,68
50,0.1835329852659252,69
50,0.34186933524081475,81
10,0.30832689322065,67
12,0.7530591949024992,97
60,0.3673430192238202,52
48,0.6647292629173377,86
69,0.8514171587157382,19
22,0.22623147362385265,28
7,0.43972902906192757,55
30,0.36795801198603795,46
99,0.5622501751693686,79
5,0.037933445874176686,36
26,0.1653833108416708,79
35,0.7120470962392437,66
84,0.7893048324239839,54
71,0.028457771939787047,11
50,0.809117258969199,8
63,0.5844801354266659,15
43,0.9905271624024891,34
55,0.2509206357119059,77
90,0.9431728364757398,70
88,0.7366749719471011,6
47,0.859137680394027,86
50,0.6251731736391019,30
9,0.22919046181374447,46
35,0.7151572182221624,73
17,0.6848608841094356,39
52,0.312119585027847,22
84,0.5332078355968382,69
94,0.6493040634470608,30
84,0.8231183411088749,77
50,0.3469882489563697,57
54,0.8001836775295643,79
48,0.2122644217627413,55
85,0.3643105054855482,34
63,0.9017759878461676,68
63,0.11429899120173459,85
22,0.4590702916410131,62
65,0.1161260867294901,45
39,0.03444761547273567,40
23,0.6606203095486752,5
38,0.8303233011215441,35
98,0.12633549988134196,74
92,0.6069533131700765,31
42,0.772118760663856,59
81,0.4392338516502593,52
92,0.7711672188007841,37
38,0.7897303973244078,25
61,0.518757507548975,91
27,0.6192977738689812,57
80,0.43560351542936626,10
55,0.03143705174298028,82
96,0.8583194320912176,32
77,0.967255391645875,47
47,0.7220178507963995,2
11,0.5169190343408466,86
4,0.372063933312454,58
18,0.45898233731377225,86
21,0.0433208907293805,4
30,0.1091175368959394,56
94,0.06516817545168296,23
39,0.5784025622882497,81
17,0.29664834789158645,66
68,0.6460522678321641,10
31,0.41098733655194064,22
47,0.3176854569541714,47
44,0.4174893854683419,91
24,0.8695429657679193,3
64,0.8044166199436521,14
18,0.9754479177894322,31
94,0.8662301497607706,17
12,0.09755334521024195,40
72,0.20378830360392242,81
29,0.9981449928739865,10
30,0.6705963225498365,2
39,0.5361178521153751,92
23,0.20449018584784218,2
47,0.987831767078696,86
96,0.08371588117701156,72
85,0.07898011957183249,85
39,0.9082475252008091,52
92,0.5200318451922106,5
35,0.5683457410001488,28
68,0.941685759352722,3
9,0.5415190755203522,18
98,0.4777926970794527,7
12,0.10255811858796748,53
56,0.9855801624304026,30
16,0.6264988597298021,93
49,0.896256939785732,59
64,0.03559555729915387,1
14,0.10626097721517291,49
79,0.5828523917451205,88
73,0.9857732904929023,44
87,0.6359425155796318,34
55,0.7840148441365243,9
33,0.26632242573222886,80
50,0.9031834057638909,7
68,0.7088220896522909,36
93,0.15119300784293788,26
20,0.42024447018992195,50
50,0.012691948517724483,52
4,0.513222531270754,91
83,0.47849662116510583,2
28,0.09190706200705012,80
68,0.8095745199168072,39
91,0.43881745009407125,8
83,0.6309222298717211,79
42,0.7145357999781805,27
87,0.8508003526404694,4
18,0.3173416320509035,53
58,0.08618063762484329,68
42,0.2999295569765985,74
13,0.8625159212620043,93
20,0.11739795171217182,28
26,0.2077751677580234,12
48,0.008068062326690106,24
10,0.3317513353874948,64
68,0.7260791165718353,33
70,0.439329522651968,48
62,0.11082955084948676,64
93,0.09931551874410627,15
85,0.44263869620357776,19
67,0.5292729856642954,41
27,0.37478257471481136,37
67,0.26200276942127576,99
59,0.6414237434961846,22
94,0.8701239728388087,95
98,0.845244149757349,14
47,0.3129828762395743,22
7,0.6925090743662637,99
45,0.9969748145591574,27
19,0.14322732816968897,16
89,0.5854541975406105,48
34,0.9763639257522297,34
15,0.8224672844624301,66
5,0.005564702462720672,62
97,0.9969871161794402,17
59,0.6314694918456416,10
13,0.6386752895154992,91
76,0.3022131435064366,98
45,0.8439217377724104,78
50,0.6941350305405826,72
89,0.9530622904774118,58
44,0.7352762597563889,34
53,0.7194292924811307,59
89,0.8475684421182048,43
88,0.01923505313735585,41
58,0.08921993352930346,2
12,0.8285046386992974,74
75,0.9376647363438643,1
77,0.9335865739538111,92
22,0.3730300088738686,3
31,0.20476580462493166,95
7,0.5242513401147725,3
51,0.14247723761990216,9
27,0.286269783378279,82
46,0.9750892098142594,71
96,0.4619647432887648,20
93,0.21115580091446517,51
12,0.8058973207735474,23
85,0.31849064958969475,29
69,0.7769520527837659,3
32,0.4228963605181062,61
54,0.2013867249246415,21
58,0.5773950278787116,63
2,0.4226108065896852,20
50,0.12263250110681456,86
7,0.1640943515047537,45
55,0.38023801138832247,91
28,0.18140189142220253,13
77,0.5817490982789305,5
30,0.1928069015447853,36
4,0.723061473356526,38
90,0.322375764229502,86
48,0.4667172688563207,43
24,0.06488047681500486,94
70,0.5364575750885586,56
24,0.8920968837566169,50
63,0.21465670306168705,17
90,0.06838771461353621,14
39,0.46614277243498026,74
54,0.16485083529432742,5
80,0.9488146746885897,33
76,0.36081549695696347,7
3,0.7746212432218247,21
66,0.016271968340486165,25
2,0.8386998389335508,50
40,0.5089278010102246,1
90,0.8750090568161022,19
66,0.2759860686975799,25
72,0.5937269415496171,17
22,0.2567583012152159,85
47,0.6181922395148719,75
24,0.07028649336900095,52
44,0.21197973594123098,49
18,0.702757771350019,78
80,0.4926301087729741,85
38,0.8266104053725548,25
50,0.4411936444423161,4
10,0.8718791668894174,1
95,0.7082622518129763,10
46,0.4800649228823237,64
99,0.036908439262740234,47
63,0.06886927265265064,42
79,0.6044889612278318,13
